monotonic,measured_shoulder_pan,measured_shoulder_lift,measured_elbow_flex,measured_wrist_flex,measured_wrist_roll,measured_gripper,target_shoulder_pan,target_shoulder_lift,target_elbow_flex,target_wrist_flex,target_wrist_roll,target_gripper,hold_reason,settled
15.563,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.597,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.630,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.663,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.697,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.730,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.764,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.797,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.830,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.864,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.897,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.931,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.964,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.997,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.031,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.064,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.098,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.131,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.164,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.198,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.231,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.265,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.298,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.331,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.365,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.398,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.432,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.465,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.499,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.532,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.565,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.599,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.632,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.666,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.699,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.732,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.766,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.799,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.833,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.866,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.899,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.933,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
16.966,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.000,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.033,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.067,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.100,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.133,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.167,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.200,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.234,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.267,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.300,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.334,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.367,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.401,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.434,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.467,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.501,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.534,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.568,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.601,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.635,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.668,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.701,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.735,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.768,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.802,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.835,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.868,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.902,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.935,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
17.969,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.002,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.035,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.069,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.102,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.136,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.169,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.202,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.236,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.269,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.303,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.336,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.369,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.403,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.436,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.470,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.503,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.537,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.570,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.603,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.637,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.670,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.704,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.737,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.770,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.804,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.837,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.871,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.904,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.937,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
18.971,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.004,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.038,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.071,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.104,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.138,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.171,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.205,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.238,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.271,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.305,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.338,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.372,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.405,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.438,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.472,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.505,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.539,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.572,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.605,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.639,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.672,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.706,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.739,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.772,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.806,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.839,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.873,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.906,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.940,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
19.973,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.006,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.040,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.073,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.107,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.140,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.173,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.207,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.240,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.274,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.307,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.341,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.374,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.407,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.441,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.474,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.508,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.541,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.574,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.608,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.641,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.675,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.708,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.741,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.775,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.808,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.842,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.875,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.908,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.942,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
20.975,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.009,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.042,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.075,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.109,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.142,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.176,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.209,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.242,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.276,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.309,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.343,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.376,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.410,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.443,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.476,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.510,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.543,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.577,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.610,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.643,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.677,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.710,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.744,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.777,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.810,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.844,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.877,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.911,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.944,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
21.977,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.011,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.044,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.078,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.111,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.145,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.178,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.211,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.245,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.278,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.312,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.345,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.378,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.412,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.445,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.479,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.512,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.545,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.579,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.612,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.646,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.679,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.712,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.746,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.779,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.813,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.846,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.879,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.913,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.946,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
22.980,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
23.013,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
23.046,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
23.080,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
23.113,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
23.147,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
23.180,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
23.213,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
23.247,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
23.280,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
23.314,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
23.347,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
23.380,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
